tweets,followers,AverageTweets,WordCount,AvgWordLength,NumbersCount,PunctuationCount,NounCount,VerbCount,MisspellCount,SentimentScore,category_News & Politics,category_family,category_entertainment,category_technology,category_Finance & Education,category_Health,category_Sports & Fitness,category_fashion,category_gaming,category_food,category_Lifestyle,topics_LIVE,topics_#OneFamily,topics_#SavIND,topics_SOLD,topics_invasion,topics_#TATIPLAuction,topics_UNSOLD,topics_#NCT
What matters is that everyone has a smartphone &amp; receives a signed release from GitHub.,78303839,8.841121495,15,5.133333333,0,3,2,4,1,0.0258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This is software v open source. *novelty* *not* copyrighted by Apple. *works by Disney, Isaac Asimov, Giselle, Mia Wasikowska &amp; Sergey Brin. All lit by their Tesla sunroofs.",78303839,8.841121495,28,5.357142857,0,14,4,3,3,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giga Berlin suppliers please accelerate!,78303839,8.841121495,5,7.2,0,1,1,1,1,0.3802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Story of my life,78303839,8.841121495,4,3.25,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla Supercharger capacity will grow by ~1000 more soon, of which ~6000 are new terminals &amp; 4000 are max throughput.",78303839,8.841121495,20,5.1,1,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That's what we call side effects after a while. Sometimes just changing drink. Tonight's will probably be exception rather than rule.,78303839,8.841121495,21,5.380952381,0,3,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model X numbers should also improve by 0.1 sec soon. Next will be slightly better. Thanks Bjar!,78303839,8.841121495,17,4.647058824,0,3,2,1,1,0.8137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great spirit here in the Superdome. Awesome rally by the @49ers!! 🚀🚀 🚀🚀,78303839,8.841121495,13,4.538461538,0,4,3,0,0,0.8881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Screening of Baseball in the Time of Cholera (dir: @brynmooser @daviddarg, prod @oliviawilde &amp; me) at WME July 12. @rainnwilson hosting",78303839,8.841121495,21,5.666666667,0,11,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh btw I’m building a cyborg dragon,78303839,8.841121495,7,4.142857143,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pulled all nighter working on Hyperloop near Reno, then finished up the tube on my own. More about deployment &amp; architecture later.",78303839,8.841121495,22,5.181818182,0,5,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you dislike change, you're going to dislike irrelevance even more.",78303839,8.841121495,11,5.363636364,0,2,2,3,1,-0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, uh, what we actually do is kinda odd (really), but … interesting. Created the legs of Mars and Starhopper droneship, while also hosting UB Abu Dhabi. Cargo abort successful.",78303839,8.841121495,30,4.933333333,0,9,4,2,1,0.8944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Note, Starhopper drone used for experiment was not human-generated. Close, but not impossible, Puppet master programmed to play HALI",78303839,8.841121495,19,6,0,4,4,5,1,0.4767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Looks like we can reach 20,000 Model 3 cars per month in Dec",78303839,8.841121495,13,3.692307692,1,0,2,2,0,0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Grasshopper landing burn was good. Water samples sent to the Space Station. Will amplify gas chromatographic (GCS) data to detect Earth-size satellites.,78303839,8.841121495,23,5.826086957,0,5,8,3,2,0.4404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla priority is electrification of cars, so priority is Model S, Model X, then mass market third gen vehicle &amp; truck",78303839,8.841121495,21,4.857142857,0,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warning, this presentation is 4 hrs &amp; 20 mins long",78303839,8.841121495,10,4.5,2,3,3,0,0,-0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No, I don't love Warren",78303839,8.841121495,5,3.8,0,1,0,1,0,-0.6776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am pushing launch back approx a week to do more testing on Dragon docking code. New date pending coordination with @NASA.,78303839,8.841121495,21,4.80952381,0,3,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The left is trying to figure out what the F-bomb is, but it really just means ""gravity bomb"". Weird...",78303839,8.841121495,19,4.421052632,0,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In memory of @Bureaucracy,78303839,8.841121495,4,5.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
💙 Machiavelli,78303839,8.841121495,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ok, what are some good ones? Will have to meter these out. Will give consumers specific date &amp; pricing.",78303839,8.841121495,19,4.684210526,0,6,4,3,0,0.6249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Major improvements &amp; some unexpected applications to be unveiled on Thursday, March 12 at 11am at the DMX building in Hawthorne! Details tmrw. Thanks also to Tesla suppliers LG, Panasonic and customer suppliers Bosch, Modafin, Panasonic and Tesla for providing the motor parts.",78303839,8.841121495,43,5.558139535,1,9,10,2,3,0.6696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr Steven is 5 mins away from being under the falling giant “@projectscottsham,78303839,8.841121495,13,5.076923077,1,1,2,1,0,-0.1531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla Semi Truck unveil &amp; test ride tentatively scheduled for Oct 26th in Hawthorne. Worth seeing this beast in person. It's unreal.,78303839,8.841121495,22,5.227272727,0,5,6,2,0,0.2263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goal for Model S is to be the world's safest car. Range is now at over 100000 pounds. Will allow us to raise that to 99 trillion pounds+ in the long run.,78303839,8.841121495,32,3.8125,2,3,5,2,0,0.5574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physics formulas are the rendering rules,78303839,8.841121495,6,5.833333333,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Now in his30s Broder is toast,78303839,8.841121495,6,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We will delay Tesla on non-hunting orders for a few days to make sure there aren't too many shortages. ~ Mars,78303839,8.841121495,21,4.238095238,0,2,3,3,0,0.1139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reading The Culture series by Banks. Compelling picture of a grand, semi-utopian galactic future. Hopefully not too optimistic about AI.",78303839,8.841121495,20,5.85,0,4,4,1,1,0.6846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocketdyne droneship will allow us to visit alien worlds &amp; visit your own Starship,78303839,8.841121495,14,5.214285714,0,2,3,3,0,0.2263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Boring Loops will include continuously circulating electricity from a Tesla up to 250 kW &amp; power from a Tesla backup|,78303839,8.841121495,21,5,1,2,3,2,0,-0.3182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just kidding, who needs a safe word anyway!?",78303839,8.841121495,8,4.625,0,3,1,2,0,0.5562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Still looking at the future with a view to scaling back in the future. Obviously, that means taking our carbon footprint into account, but what if we didn't have enough of an edge?",78303839,8.841121495,33,4.484848485,0,4,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine rings for mortal men,78303839,8.841121495,5,4.2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You can check it out on the Superdumb website,78303839,8.841121495,9,4.111111111,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
💙 Banks,78303839,8.841121495,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As seen from an external observer, not the participants",78303839,8.841121495,9,5.222222222,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥️ @markbatten Outfit Studio opening party tomorrow night in LA. Will be extremely chic &amp; have vintage-inspired hang chas. GTO inspired.,78303839,8.841121495,21,5.714285714,0,6,8,2,3,0.807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars already built in our favor,78303839,8.841121495,6,4.333333333,0,0,1,1,0,0.4019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About to pass over Australia ground station and command inhibit override. Pics soon.,78303839,8.841121495,13,5.538461538,0,2,6,1,0,-0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I love Art Deco,78303839,8.841121495,4,3,0,0,0,1,0,0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Literally,78303839,8.841121495,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Playground mode is 4X smooth RGBA/320 RGBA &amp; 64-bit floating point!|endoftext|>,78303839,8.841121495,11,6.636363636,0,4,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<|startoftext|>Turns out the bot did actually want to play video games, so turned out the controls weren't working correctly. So, we renamed them …",78303839,8.841121495,24,5.166666667,0,5,4,6,0,0.4019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiming for high accel accuracy within three weeks. Next goal is about three months.,78303839,8.841121495,14,5,0,2,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Now downloading the Martian skiesheworld static image,78303839,8.841121495,7,6.714285714,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cause of Super Heavy Data Bank tank will be easier to solve right NOW. Will do some small tunneling &amp; other smaller &amp; engineering approximations.,78303839,8.841121495,25,5.16,0,6,5,2,0,0.8176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can’t wait to be in Genshin Impact 🤣,78303839,8.841121495,8,3.625,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starting April with Autopilot rolling out to 50 million owners worldwide. Trial and error with a few cars, but it feels like a big enough release. Expect to be clear in a few days what *maturity_control_error_type_is.",78303839,8.841121495,36,5.055555556,1,5,7,4,0,0.7003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only $69.420!!,78303839,8.841121495,2,6.5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4 recharging will occur simultaneously with last known timing,78303839,8.841121495,9,6.111111111,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I hereby challenge,78303839,8.841121495,3,5.333333333,0,0,0,1,0,0.0772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Barria to a battle of electric shock &amp; steel,78303839,8.841121495,10,4.6,0,2,3,0,1,-0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar power is almost ready to Hawaii!,78303839,8.841121495,7,4.571428571,0,1,1,0,0,0.3609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love oatmeal?,78303839,8.841121495,2,6,0,1,0,1,0,0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What’s actually amazing about this accident is that a Model S hit a fire truck at 60mph and the driver only broke an ankle. An impact at that speed usually results in severe injury or death.,78303839,8.841121495,36,4.305555556,0,2,10,4,0,-0.9153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3.1 rolling out now,78303839,8.841121495,4,4.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raptor 3 engine thrust was too low during landing burn. Upper actuator should be more robust.,78303839,8.841121495,16,4.875,1,2,5,1,1,0.1513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Music is the center of gravity of the universe, hence the copyrights. Music is the literal center of gravity.",78303839,8.841121495,19,4.789473684,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8 years ago, when I first wrote The Incredibles, Ira Atonight would have been my favorite",78303839,8.841121495,16,4.625,1,2,1,1,2,0.4588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rococo is alive &amp; living in our hearts,78303839,8.841121495,8,4.375,0,2,1,1,0,0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpaceX Falcon 🚀 team is making excellent progress – aiming for 60 launches this year!,78303839,8.841121495,15,4.733333333,1,1,5,2,1,0.7777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The carousel turns ever faster,78303839,8.841121495,5,5.2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Truth be told, I’ve eaten at Chipotle a million times",78303839,8.841121495,10,4.4,0,1,2,2,0,0.3182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congratulations @Seismic Impact Cosplay on achieving approval!,78303839,8.841121495,7,8,0,2,1,1,0,0.807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next printer we make for school use is definitely a room scale printer. Just need to get a good lot of ground clearance.,78303839,8.841121495,23,4.260869565,0,2,9,3,0,0.6808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Only $69.420. For preorder, you get two seats, two cars &amp; electronics for under $100,000 (with battery). Must be pre-ordered prior to September 10.",78303839,8.841121495,24,5.333333333,0,11,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our mission is to make video games as fun as possible. That's what makes Mass Effect so incredible.,78303839,8.841121495,18,4.555555556,0,2,5,2,0,0.5106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good morning 😀,78303839,8.841121495,3,4,0,0,2,0,0,0.4404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
🎸🎸 Austin Rocks!! 🎸 🎸,78303839,8.841121495,5,3.4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Also building in Roof Station,78303839,8.841121495,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are now 420 operational Shortfall Starship thrusters. Will aim to launching Saturn on minibus next month.,78303839,8.841121495,17,5.588235294,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next big rocket landing ever could be one or the Falcon Heavy,78303839,8.841121495,12,4.166666667,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasn't had a flight for three weeks. Looks like wings are all but gone. Will piece it together from metal pieces …,78303839,8.841121495,22,4.227272727,0,2,5,4,1,0.1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
But I’m a giant Frank Frazetta,78303839,8.841121495,6,4.166666667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just in the US, as in other countries, IAPs can apply for a high speed car company near you. Applies even after you live in Canada.",78303839,8.841121495,26,4.076923077,0,4,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Base Model 3 short range Phantom 3 short range,78303839,8.841121495,9,4.222222222,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The corkscrew has to be sharp for it to work. Got this done today. Will post video next week of the entire process.,78303839,8.841121495,23,4.043478261,0,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Listening to '60s/early-'70s rave soundtrack. Talking about starting a small airline called BA. Seems crazy long shot, but it is.",78303839,8.841121495,20,5.5,0,4,6,5,1,-0.1779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am become meme,78303839,8.841121495,4,3.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorry, date is tomorrow night at 8pm. At bus stop too.",78303839,8.841121495,11,4,0,3,5,1,0,-0.3612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus",78303839,8.841121495,22,4.5,0,2,3,3,2,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flight planned for 9:15 am California time today,78303839,8.841121495,8,5.125,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Important to note that Model S resale value is also higher than that of gasoline cars,78303839,8.841121495,16,4.375,0,0,4,1,0,0.4939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fairing &amp; Scythe on par with falcon in size, width &amp; length (not wingtips), but slower in duration. Wingspan will increase with wingship size.",78303839,8.841121495,24,5.291666667,0,10,8,3,3,0.4497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any sufficiently advanced AI (beyond basic bots) would probably never have been conceived of,78303839,8.841121495,14,5.642857143,0,2,1,1,1,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upgrades in general are gradual and subject to tweak via cycle ergonomics,78303839,8.841121495,12,5.166666667,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREE AMERICA NOW,78303839,8.841121495,3,4.666666667,0,0,0,0,2,0.5106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"That puny boat's owner died, but we got a good crew on board …",78303839,8.841121495,14,3.5,0,1,4,2,1,0.3716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rest in peace, Nelson Mandela. A man both good and great.",78303839,8.841121495,11,4.272727273,0,3,2,1,0,0.8885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easier said than done. There is a lot of pressure from investors. It is hard not to feel super bad if u don't make ur qtr.,78303839,8.841121495,26,3.730769231,0,3,4,5,0,-0.754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If someone can’t afford a car, that is it",78303839,8.841121495,9,3.666666667,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What if there is an alternate dimension that extends all the way to ourtopia,78303839,8.841121495,14,4.5,0,0,3,2,1,0.128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"To be clear, Tesla is strongly in favor of people being allowed to drive their cars and always will be. Hopefully, that is obvious.",78303839,8.841121495,24,4.5,0,4,3,2,0,0.8442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Credit to our Master of Coin,78303839,8.841121495,6,3.833333333,0,0,1,0,0,0.3818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getting there was super hard. Team has dedicated an entire day &amp; day &amp; week focusing on getting to the rocket. Result is a flight that took less than 15 mins.,78303839,8.841121495,31,4.387096774,1,7,6,6,0,0.7579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<|startoftext|>Baby Doge, doo, doo, doo, doo, doo,",78303839,8.841121495,7,6.285714286,0,8,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baby Doge, doo, doo, doo, doo,",78303839,8.841121495,6,4.166666667,0,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baby Doge, doo, doo, doo,",78303839,8.841121495,5,4.2,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come here or leave?,78303839,8.841121495,4,4,0,1,0,2,0,-0.0516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am …,78303839,8.841121495,3,1.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You get what you pay"". - Johnny Cash",78303839,8.841121495,8,3.625,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inspired by the potential of the Internet, we are taking the Model S off the road and into the world of sustainable energy.",78303839,8.841121495,23,4.391304348,0,2,5,2,0,0.6486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This is why the Model S is so so damn fun!,78303839,8.841121495,11,2.909090909,0,1,1,0,0,0.0759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model S prototypes already in the factory. Selling well already...,78303839,8.841121495,10,5.7,0,1,1,2,0,0.2732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fixed a bug where some spawn point values on multiplayer play were slightly out of date. Fix in next few weeks. Sorry for the delay. Sorry for the delay.,78303839,8.841121495,29,4.310344828,0,4,10,2,0,-0.0258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Another Easter Egg will be adding a silver medal to the elevator in game car dealerspace for free. No need, as the car already has one.",78303839,8.841121495,26,4.230769231,0,3,7,2,0,0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Many exciting things will be unveiled on Battery Day 9/22 ⚡️,78303839,8.841121495,11,4.545454545,0,0,1,1,0,0.4939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We had excellent ratings when we were in production. Now we have poor reviews. Will pass …,78303839,8.841121495,17,4.352941176,0,2,3,3,0,0.1531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touchdown: approx 10 mins,78303839,8.841121495,4,5.5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vertical Travel Speed Adjustment (VHTCA) speed test #FSD,78303839,8.841121495,8,6.125,0,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preparation for Model 3 show flight going well. Expecting to complete first stage Merlin delivery in about 2 months.,78303839,8.841121495,19,5.157894737,2,2,6,3,0,0.2732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart goes out to those who are injured or killed by smugglers. They did not deserve this.,78303839,8.841121495,17,4.352941176,0,2,2,4,0,-0.8625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Now back to work. Intense months ahead as we ramp up the Gigafactory plan.,78303839,8.841121495,14,4.357142857,0,2,3,1,0,0.0772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Launch complex operating pressure is ~3.5M at altitude,78303839,8.841121495,8,5.875,0,0,6,0,0,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autopilot release to Europe and Asia pending regulatory approval. Hopefully get the ok in the next few weeks.,78303839,8.841121495,18,5.111111111,0,2,5,2,0,0.7906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raptor 3 engine thrust was impressive &amp; exceeded expectations. Will be capable of 4.1 sec at 1.49m ft,78303839,8.841121495,18,4.888888889,1,3,5,2,0,0.7096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Our rocket booster has landed back at Cape Canaveral and is about to launch our spaceship. Yes, it is RG-it!",78303839,8.841121495,20,4.45,0,3,3,2,1,0.4574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop making me and my boys cry btw. Cry for real. We're starving right now!,78303839,8.841121495,15,4.066666667,0,3,2,5,0,-0.8883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huge thanks to Tesla owners &amp; supporters for supporting Tesla construction &amp; LA extension!🖤💖,78303839,8.841121495,14,6.214285714,0,5,6,2,1,0.8832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The same propellant is used either for abort or for coasting, but different propellant loads achieved via solar thruster thrust. This is true for all loads.",78303839,8.841121495,26,5.038461538,0,3,8,2,1,0.5719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pickup truck will be parked on center lot of LAX. I told them no hitchhiking allowed. They say no smoking, no coming near your car, just riding by.",78303839,8.841121495,28,4.285714286,0,5,6,6,1,-0.6808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorry, date is tomorrow night at 8pm. Thanks Tesla Team!",78303839,8.841121495,10,4.7,0,3,5,0,0,0.4389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baby, just kidding",78303839,8.841121495,3,5.333333333,0,1,1,1,0,0.1027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
🎸🎸 Austin Rocks!! 🎸 🎸 🎸,78303839,8.841121495,6,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stage 17 crew landing thrusters optimized for supersonic maneuvering took full advantage of the fully deployed deck. In orbit, fairing delivered ~1/4 mile. Upper stage deployed to adjust for load. Upper cap rock solid.",78303839,8.841121495,34,5.441176471,1,5,12,8,0,0.6808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Starship news!,78303839,8.841121495,3,5.666666667,0,1,1,0,0,0.4926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You betcha!,78303839,8.841121495,2,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla ticket vending machine is our Tesla. Pop one up on the vending machine and ask for a refund.,78303839,8.841121495,19,4.210526316,0,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which means more costly &amp; less fun than none!,78303839,8.841121495,9,4.555555556,0,3,1,1,0,0.383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will we stabilize on the runway?,78303839,8.841121495,6,4.5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Except for the rain. That’s how it usually works.,78303839,8.841121495,9,4.555555556,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla dual motor AWD product should be official soon, because buzzsaw &amp; turboprop both ok. Btw, can't test-drive turboprop right now due to regulatory approvals.",78303839,8.841121495,25,5.64,0,5,4,3,2,0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
